SubUnitGuid,ProfileName,ClientID,OnlineProfileName,OnlineClientID,CN,ReportingListID,ClientID,Description,FieldType,Mandatory,DataType,Min,Max,SampleValue,ActualValue,DescriptionLength,NumOfCDRDropList,CDROutput,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200031,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200032,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200033,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200034,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200035,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200036,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200037,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18643,1439,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18642,1439,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18644,1439,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18655,1439,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18657,1439,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18648,1439,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18691,1439,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18656,1439,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18645,1439,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,25212,1439,Traveler Type,3,N,character,1,25,a1,NULL,13,0,FF73,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18649,1439,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:23:00,SANDOZBTAHYD,1439,NULL,NULL,1023200038,18646,1439,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18659,1440,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18658,1440,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18660,1440,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18671,1440,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18673,1440,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18664,1440,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18692,1440,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18672,1440,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18661,1440,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,25213,1440,Traveler Type,3,N,character,1,25,1A,NULL,13,0,FF73,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18665,1440,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023100026,18662,1440,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18659,1440,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18658,1440,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18660,1440,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18671,1440,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18673,1440,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18664,1440,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18692,1440,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18672,1440,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18661,1440,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,25213,1440,Traveler Type,3,N,character,1,25,1A,NULL,13,0,FF73,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18665,1440,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200021,18662,1440,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18659,1440,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18658,1440,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18660,1440,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18671,1440,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18673,1440,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18664,1440,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18692,1440,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18672,1440,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18661,1440,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,25213,1440,Traveler Type,3,N,character,1,25,1A,NULL,13,0,FF73,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18665,1440,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200022,18662,1440,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18659,1440,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18658,1440,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18660,1440,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18671,1440,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18673,1440,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18664,1440,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18692,1440,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18672,1440,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18661,1440,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,25213,1440,Traveler Type,3,N,character,1,25,1A,NULL,13,0,FF73,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18665,1440,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200023,18662,1440,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18659,1440,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18658,1440,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18660,1440,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18671,1440,ETS Booked,4,Y,character,2,3,NO,NULL,10,2,FF82,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18673,1440,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18664,1440,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18692,1440,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18672,1440,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18661,1440,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,25213,1440,Traveler Type,3,N,character,1,25,1A,NULL,13,0,FF73,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18665,1440,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:24:00,HEALTHCAREBTAHYD,1440,NULL,NULL,1023200024,18662,1440,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23989,1457,Billable or Non Billable,4,Y,alpha,8,12,abcdefgh,NULL,24,2,FF76,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23985,1457,Company Code,3,Y,character,4,4,ab12,NULL,12,0,FF18,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23591,1457,ETS Booked,4,Y,alpha,2,3,YES,NULL,10,2,FF82,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23593,1457,Hotel Offered,4,Y,alpha,2,2,OA,NULL,13,7,FF87,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23988,1457,Incident ID,4,Y,character,0,9,abcd12,NULL,11,0,FF74,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23592,1457,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23982,1457,Pernr or Employee ID,3,Y,character,1,10,abcd123,NULL,20,0,FF15,FF25,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,25820,1457,Reason for Trip,4,Y,alpha,1,1,A,NULL,15,22,FF19,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23984,1457,Telephonic reason,4,Y,alpha,1,1,a,NULL,17,3,FF17,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23978,1457,Travel request or RTA No,4,Y,alpha,4,5,abcd,NULL,24,0,FF11,FF78,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23979,1457,Traveler office Location,4,N,alpha,1,3,abc,NULL,24,0,FF12,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23987,1457,Visa Type,4,Y,character,1,8,abcd12,NULL,9,6,FF20,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100005,23983,1457,WBS Code,4,Y,character,8,20,abcd12345,NULL,8,0,FF16,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23989,1457,Billable or Non Billable,4,Y,alpha,8,12,abcdefgh,NULL,24,2,FF76,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23985,1457,Company Code,3,Y,character,4,4,ab12,NULL,12,0,FF18,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23591,1457,ETS Booked,4,Y,alpha,2,3,YES,NULL,10,2,FF82,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23593,1457,Hotel Offered,4,Y,alpha,2,2,OA,NULL,13,7,FF87,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23988,1457,Incident ID,4,Y,character,0,9,abcd12,NULL,11,0,FF74,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23592,1457,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23982,1457,Pernr or Employee ID,3,Y,character,1,10,abcd123,NULL,20,0,FF15,FF25,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,25820,1457,Reason for Trip,4,Y,alpha,1,1,A,NULL,15,22,FF19,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23984,1457,Telephonic reason,4,Y,alpha,1,1,a,NULL,17,3,FF17,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23978,1457,Travel request or RTA No,4,Y,alpha,4,5,abcd,NULL,24,0,FF11,FF78,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23979,1457,Traveler office Location,4,N,alpha,1,3,abc,NULL,24,0,FF12,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23987,1457,Visa Type,4,Y,character,1,8,abcd12,NULL,9,6,FF20,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100006,23983,1457,WBS Code,4,Y,character,8,20,abcd12345,NULL,8,0,FF16,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100007,23989,1457,Billable or Non Billable,4,Y,alpha,8,12,abcdefgh,NULL,24,2,FF76,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100007,23985,1457,Company Code,3,Y,character,4,4,ab12,NULL,12,0,FF18,,
828:59:00,XCSCTEC,1457,NULL,NULL,3021100007,23591,1457,ETS Booked,4,Y,alpha,2,3,YES,NULL,10,2,FF82,,
